Entry	Protein names	Gene Names
O94348	Protein transport protein yip1	yip1 SPCC61.04c
O94361	Uncharacterized acyltransferase C428.14, EC 2.3.-.-	SPBC428.14
O94365	U3 small nucleolar RNA-associated protein 15, U3 snoRNA-associated protein 15 (U3 protein 15 required for transcription)	utp15 SPBC428.19c
O94368	Pentatricopeptide repeat-containing protein 1, mitochondrial	ppr1 SPBC1604.02c
O94375	RNA exonuclease 4, EC 3.1.-.-	rex4 SPBC1604.09c
O94377	ATP synthase subunit f, mitochondrial	atp17 SPBC1604.11
O94380	GPI transamidase component PIG-T homolog	gpi16 SPBC1604.15
O94385	Nucleoporin pom152	pom152 SPBC29A10.07
O94386	Uncharacterized protein C29A10.09c	SPBC29A10.09c
O94388	Vacuolar protein sorting-associated protein 9b (Vacuolar protein-targeting protein 9b)	vps902 vps9b SPBC29A10.11c
O94389	Coiled-coil domain-containing protein 124 homolog	SPBC29A10.12
O94391	Probable cytochrome b5 1	SPBC29A10.16c
O94397	SAGA-associated factor 73	sgf73 SPCC126.04c
O94401	L-type lectin-like domain-containing protein C126.08c	SPCC126.08c
O94402	Probable zinc transporter zip2	zip2 SPCC126.09
O94407	Signal recognition particle sec65 subunit	sec65 SPCC126.15c
O94408	U6 snRNA-associated Sm-like protein LSm2	lsm2 SPCC1620.01c
O94409	Meiotic driver wtf23	wtf23 wtf10 SPCC1620.02
O94411	Meiotic fizzy-related protein 2 (Meiotically up-regulated gene 55 protein)	mfr2 mug55 SPCC1620.04c
O94415	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial, EC 6.2.1.5 (Succinyl-CoA synthetase beta chain, SCS-beta)	SPCC1620.08
O94417	Pre-mRNA-splicing factor cwf26 (Complexed with cdc5 protein 26)	cwf26 SPCC1620.10
O94418	Meiotically up-regulated gene 87 protein	mug87 SPCC1620.11
O94419	Putative GTPase-activating protein C1620.12c	SPCC1620.12c
O94424	Transcription initiation factor IIF subunit beta (TFIIF medium subunit) (TFIIF-beta)	tfg2 SPBC1198.13c SPBC660.03c
O94427	Meiotically up-regulated gene 167 protein	mug167 SPBC660.08
O94429	Ribosome-releasing factor 2, mitochondrial, RRF2mt (Elongation factor G 2, mitochondrial, EF-G2mt, mEF-G 2)	mef2 SPBC660.10
O94438	40S ribosomal protein S1-B (S3aE-B)	rps102 rps1-2 rps3a-2 SPAC22H12.04c
O94441	Putative cargo-transport protein ypp1	ypp1 SPAC637.04
O94442	Cytosolic Fe-S cluster assembly factor nbp35 (Nucleotide-binding protein 35)	nbp35 SPAC637.08
O94443	Uncharacterized exonuclease C637.09, EC 3.1.-.-	SPAC637.09
O94445	ATP-dependent RNA helicase suv3, mitochondrial, EC 3.6.4.13	suv3 SPAC637.11
O94447	Cytoskeletal signaling protein slm1	slm1 SPAC637.13c
O94448	Probable CAAX prenyl protease 2, EC 3.4.-.- (Prenyl protein-specific endoprotease 2, PPSEP 2)	SPAC1687.02
O94450	UPF0616 protein C1687.04	SPAC1687.04
O94452	Meiotic coiled-coil protein 1	mcp1 SPAC1687.10
O94453	Ubiquinone biosynthesis protein coq4, mitochondrial (Coenzyme Q biosynthesis protein 4)	coq4 SPAC1687.12c
O94461	Probable phosphatase C1687.21, EC 3.1.3.-	SPAC1687.21 SPAC222.01
O94467	Putative NADPH dehydrogenase C23G7.10c, EC 1.6.99.1 (Old yellow enzyme homolog 3)	SPBC23G7.10c
O94469	Probable urea active transporter 1	dur3-1 SPBC23G7.13c
O94472	Protein pbn1	pbn1 SPCC1919.02
O94473	Uncharacterized membrane protein C1919.04	SPCC1919.04
O94476	Eukaryotic translation initiation factor 6, eIF-6	tif6 SPCC1919.09
O94478	Meiotically up-regulated gene 137 protein	mug137 SPCC1919.11
O94479	Vacuolar membrane protease, EC 3.4.-.- (FXNA-related family protease 1)	SPCC1919.12c
O94480	25S rRNA (uridine-N(3))-methyltransferase, EC 2.1.1.-	bmt5 SPCC1919.13c
O94481	Transcription factor TFIIIB component B'' (Transcription factor TFIIIB complex subunit bdp1)	bdp1 tfc5 SPCC1919.14c
O94483	High osmolarity sensitivity protein 3	hos3 SPCC417.02
O94486	Chitin synthase regulatory factor 2 (Chs four homolog 2)	chr2 cfh2 SPCC417.05c
O94491	Uncharacterized transporter C417.10	SPCC417.10
O94495	Elongator complex protein 5 (Protein iki1)	iki1 elp5 SPBC18E5.05c
O94501	T-complex protein 1 subunit alpha, TCP-1-alpha (CCT-alpha)	cct1 SPBC12D12.03
O94502	Uncharacterized mitochondrial carrier C12D12.05c	SPBC12D12.05c
O94503	RNA polymerase II holoenzyme cyclin-like subunit (Suppressor of RNA polymerase B srb11)	srb11 SPBC12D12.06
O94506	mRNA export factor rsm1	rsm1 SPCC1753.05
O94509	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial, Glu-AdT subunit A, EC 6.3.5.7	SPBC646.03
O94511	Putative enoyl reductase C646.07c, EC 1.3.1.38	SPBC646.07c
O94512	Oxysterol-binding protein-like protein 1	obp1 SPBC646.08c
O94514	Nucleolar protein 56 (Ribosome biosynthesis protein sik1)	nop56 sik1 SPBC646.10c
O94515	T-complex protein 1 subunit zeta, TCP-1-zeta (CCT-zeta)	cct6 SPBC646.11
O94517	Probable proteasome subunit alpha type-1	SPBC646.16
O94519	Splicing factor spf30 (Survival of motor neuron-related-splicing factor 30 homolog)	spf30 SPCC1281.02c
O94525	Uncharacterized ribonuclease C609.01, EC 3.1.-.-	SPBC609.01
O94527	WD repeat protein iqw1	iqw1 SPBC609.03
O94531	Syntaxin ufe1	ufe1 SPCC895.04c
O94533	Elongator complex protein 2	elp2 SPCC895.06
O94536	Putative ATP-dependent RNA helicase ucp12, EC 3.6.4.13	ucp12 SPCC895.09c
O94542	Uncharacterized protein C1322.02	SPCC1322.02
O94543	Uncharacterized membrane protein C1322.03	SPCC1322.03
O94545	Importin beta-like protein kap113 (Karyopherin-113)	kap113 SPCC1322.06
O94553	Probable DNA-directed RNA polymerase III subunit rpc6, RNA polymerase III subunit C6 (DNA-directed RNA polymerase III 34 kDa polypeptide) (RNA polymerase III subunit C34)	rpc6 rpc34 SPCC290.02
O94559	Nuclear bridge Ish domain protein les1 (Lem-like enriched in stalks protein 1)	les1 SPAC23C4.05c
O94560	Uncharacterized WD repeat-containing protein C1773.01	SPBC1773.01
O94565	O-glycoside alpha-1,2-mannosyltransferase homolog 4, EC 2.4.1.-	omh4 SPBC1773.08c
O94566	Meiotically up-regulated gene 184 protein	mug184 SPBC1773.09c
O94567	Probable asparagine--tRNA ligase, cytoplasmic, EC 6.1.1.22 (Asparaginyl-tRNA synthetase, AsnRS)	nrs1 ded81 SPBC1773.10c
O94569	Uncharacterized transcriptional regulatory protein C1773.12	SPBC1773.12
O94570	Aromatic amino acid aminotransferase C1773.13, EC 2.6.1.57	SPBC1773.13
O94577	Reduced meiotic recombination protein C1442.04c	SPCC1442.04c
O94579	Probable proteasome subunit alpha type-2	pre8 SPCC1442.06
O94581	Cytochrome c oxidase subunit 12, mitochondrial (Cytochrome c oxidase polypeptide VIb)	cox12 SPCC1442.08c
O94582	Probable anthranilate synthase component 1, EC 4.1.3.27 (Anthranilate synthase component I)	trp3 SPCC1442.09
O94585	Meiotically up-regulated protein C1442.13c (Meiotic chromosome segregation protein C1442.13c)	SPCC1442.13c
O94586	Adenosine 5'-monophosphoramidase hnt1, EC 3.-.-.- (Histidine triad nucleotide-binding protein HNT1, HINT) (Hit family protein 1)	hnt1 SPCC1442.14c
O94588	Copper-binding regulatory protein cuf2 (Copper homeostasis protein)	cuf2 SPCC584.02
O94590	Protein transport protein sec1	sec1 SPCC584.05
O94598	Exocyst complex component sec5	sec5 SPCC622.10c
O94600	TEL2-interacting protein 1	tti1 SPCC622.13c
O94606	JmjC domain-containing protein 4 (Jumonji domain-containing protein 4) (Meiotically up-regulated gene 149 protein)	jmj4 mug149 SPCC622.19
O94607	Siderophore iron transporter 2	str2 SPCC61.01c SPCC622.20c
O94613	NADPH-dependent diflavin oxidoreductase 1, EC 1.18.1.- (NADPH-dependent FMN and FAD-containing oxidoreductase)	tah18 SPAC1296.06
O94615	Pentatricopeptide repeat-containing protein 8, mitochondrial	ppr8 SPBC1289.06c
O94617	Probable UDP-N-acetylglucosamine pyrophosphorylase, EC 2.7.7.23	uap1 qri1 SPBC1289.08
O94618	Mitochondrial import inner membrane translocase subunit tim21	tim21 SPBC1289.09
O94619	Adhesion defective protein 2 (LisH domain-containing protein adn2)	adn2 SPBC1289.10c
O94621	U1 snRNP-associated protein usp109	usp109 SPBC1289.12
O94622	Uncharacterized alpha-1,2-galactosyltransferase C1289.13c, EC 2.4.1.-	SPBC1289.13c
O94625	DnaJ-related protein spj1	spj1 SPBC1347.05c
O94626	Probable oligoribonuclease, EC 3.1.15.-	rex2 SPBC1347.07
O94627	Ribonuclease H2 subunit B, RNase H2 subunit B, Rnh2B (RNase H(202)) (Ribonuclease HI subunit B)	rnh202 SPBC1347.08c
O94629	Stress-responsive protein 1	sro1 SPBC1347.11
O94630	Centractin (Actin-like protein) (Actin-related protein 1)	arp1 SPBC1347.12
O94631	rRNA methyltransferase 1, mitochondrial, EC 2.1.1.- (21S rRNA (guanosine-2'-O)-methyltransferase) (Mitochondrial large ribosomal RNA ribose methylase)	mrm1 SPBC1347.13c
O94633	Dolichol-phosphate mannosyltransferase subunit 3 (DPM synthase complex subunit 3) (Dolichol-phosphate mannose synthase subunit 3) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 3) (Mannose-P-dolichol synthase subunit 3, MPD synthase subunit 3)	dpm3 SPBC1677.02
O94636	tRNA (guanine(10)-N2)-methyltransferase, EC 2.1.1.214 (tRNA guanosine-2'-O-methyltransferase TRM11, tRNA methylase 11)	trm11 SPBC16D10.02
O94657	DnaJ protein homolog xdj1	xdj1 SPBC405.06
O94659	Probable nucleolar GTP-binding protein 1	nog1 SPBC651.01c SPBC725.18c
O94660	Probable hydrolase nit2, EC 3.5.-.-	nit2 SPBC651.02
O94664	Meiotically up-regulated gene 166 protein	mug166 SPBC651.06
O94666	DNA-directed RNA polymerase III subunit rpc1, RNA polymerase III subunit C1, EC 2.7.7.6 (DNA-directed RNA polymerase III largest subunit) (RPC158)	rpc1 SPBC651.08c
O94669	AP-3 complex subunit mu (Adaptor-related protein complex 3 subunit mu)	apm3 SPBC651.11c
O94670	Uncharacterized protein C651.12c	SPBC651.12c
O94671	Probable homoserine dehydrogenase, HDH, EC 1.1.1.3	SPBC776.03
O94673	Glycerophosphocholine acyltransferase 1, GPCAT, EC 2.3.1.-	gpc1 SPBC776.05
O94676	U3 small nucleolar RNA-associated protein 22, U3 snoRNA-associated protein 22	utp22 SPBC776.08c
O94677	Conserved oligomeric Golgi complex subunit 6, COG complex subunit 6 (Component of oligomeric Golgi complex 6)	cog6 SPBC776.10c
O94685	UBA domain-containing protein 8	ucp8 SPBC83.01
O94691	Lid2 complex component jmj3, Lid2C component jmj3	jmj3 ecm5 SPBC83.07
O94695	Putative transporter C83.11	SPBC83.11
O94700	Multiprotein-bridging factor 1	mbf1 SPBC83.17
O94702	Putative endoplasmic reticulum metallopeptidase 1, EC 3.4.-.- (FXNA-like protease)	erm1 SPCC1259.02c
O94705	Cytochrome c oxidase subunit 9, mitochondrial (Cytochrome c oxidase polypeptide VIIA)	cox9 SPCC1259.05c
O94707	Transcriptional regulatory protein rxt3	rxt3 SPCC1259.07
O94709	Probable pyruvate dehydrogenase protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex)	SPCC1259.09c
O94710	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial, EC 2.3.1.234 (N6-L-threonylcarbamoyladenine synthase, t(6)A synthase) (Pombe glycoprotease 1) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein pgp1) (tRNA threonylcarbamoyladenosine biosynthesis protein pgp1)	pgp1 SPCC1259.10
O94714	Protein spt2	spt2 SPCC1393.02c
O94717	RNA-silencing factor ers1	ers1 SPCC1393.05
O94725	Damage-control phosphatase SPCC1393.13, EC 3.1.3.- (Sugar phosphate phosphatase SPCC1393.13)	SPCC1393.13
O94726	ER degradation-enhancing alpha-mannosidase-like protein 1	mnl1 SPAC23A1.04c
O94731	Transport protein particle subunit trs85-1, TRAPP subunit trs85-1	trs85-1 SPBC1604.19c
O94744	Glucose receptor protein git3 (Glucose-insensitive transcription protein 3)	git3 SPCC1753.02c
O94745	Probable mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (Inactive zinc metalloprotease alpha)	mas2 SPBC18E5.12c SPBC23G7.02c
P05501	Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)	cob cytb SPMIT.05
P05733	60S ribosomal protein L37-B (L37-2) (YL27)	rpl3702 rpl37b SPCC1223.05c
P05734	60S ribosomal protein L19-A (YL15)	rpl1901 rpl19 rpl19-1 rpl19a SPBC56F2.02
P08090	21 kDa protein inducing meiosis and sporulation	mei3 SPBC119.04
P0C5Y7	Protein ten1	ten1 SPCC1393.14
P0CAN8	NTF2-related export protein 1 (p15)	nxt1 SPAPB1A10.03
P0CT34	Transposon Tf2-1 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-1 SPAC9.04
P0CT35	Transposon Tf2-2 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-2 SPAC167.08 SPAC1705.01c
P0CT36	Transposon Tf2-3 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-3 Tf2-1 SPAC2E1P3.03c
P0CT37	Transposon Tf2-4 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-4 SPAC26A3.13c
P0CT38	Transposon Tf2-5 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-5 SPAPB15E9.03c
P0CT39	Transposon Tf2-6 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-6 SPAC27E2.08
P0CT40	Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-9 SPBC9B6.02c
P0CT41	Transposon Tf2-12 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-12 Tf2-43 SPCC1020.14
P0CT42	Transposon Tf2-7 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-7 SPAC13D1.01c
P0CT43	Transposon Tf2-8 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-8 Tf2-9 SPAC13D1.02c SPAC19D5.09c
P0CT56	40S ribosomal protein S14-A	rps1401 rps14a SPAC3H5.05c
P0CT57	40S ribosomal protein S14-B	rps1402 rps14b SPBC18H10.13
P0CT67	40S ribosomal protein S18-B	rps1802 rps18b SPCC1259.01c SPCC825.06c
P0CT70	60S ribosomal protein L2-A (K37) (K5) (KD4)	rpl801 rpk5 rpk5a rpl2a rpl8-1 SPAC1F7.13c SPAC21E11.02
P0CT71	60S ribosomal protein L2-B (K37) (K5) (KD4)	rpl802 rpk37 rpk5b rpl2b rpl8-2 SPBC24E9.04 SPBC2F12.07c
P0CT72	60S ribosomal protein L2-C (K37) (K5) (KD4)	rpl803 rpkd4 rpl2c rpl8-3 SPBC839.04
P0CT75	40S ribosomal protein S23-A	rps23 rps23a SPAC23C11.02c
P0CT76	40S ribosomal protein S23-B	rps2302 rps23b SPBP4H10.13
P0CT77	60S ribosomal protein L11-A	rpl1101 rpl11 rpl11a SPAC26A3.07c
P0CT78	60S ribosomal protein L11-B	rpl1102 rpl11b SPBC17G9.10
P0CT80	40S ribosomal protein S28-B (S33)	rps2802 rps28b SPCC285.15c
P0CT83	60S ribosomal protein L12-A	rpl1201 SPCC16C4.13c
P0CU03	Putative lysophospholipase SPBC1348.10c, EC 3.1.1.5 (Phospholipase B)	SPBC1348.10c
P0CU05	Putative cell agglutination protein pfl6 (Adhesin pfl6) (Pombe flocculin 6)	pfl6 SPAC977.07c
P0CU09	Survival of motor neuron protein-interacting protein yip12, SMN-interacting protein yip12 (Yab8-interacting protein 1-b)	yip12 yip1 ypi1-b SPAPB17E12.02
P0CU19	Fluoride export protein 1	fex1 SPAC977.11
P0CU20	Fluoride export protein 2	fex2 SPBPB8B6.06c
P14575	Cytochrome c oxidase subunit 3, EC 7.1.1.9 (Cytochrome c oxidase polypeptide III)	cox3 SPMIT.04
P14965	Orotidine 5'-phosphate decarboxylase, EC 4.1.1.23 (OMP decarboxylase, OMPDCase, OMPdecase) (Uridine 5'-monophosphate synthase, UMP synthase)	ura4 SPCC330.05c
P15258	Protein ral2	ral2 SPBC21.05c
P15567	Phosphoribosylaminoimidazole carboxylase, EC 4.1.1.21 (AIR carboxylase, AIRC)	ade6 min1 SPCC1322.13
P17476	60S acidic ribosomal protein P1-alpha 1, A1	rpp101 rpa1 SPAC644.15
P17477	60S acidic ribosomal protein P1-alpha 3, A3	rpp102 rpa3 SPBC3B9.13c
P19117	Inorganic pyrophosphatase, EC 3.6.1.1 (Pyrophosphate phospho-hydrolase, PPase)	ppa1 ppa SPAC23C11.05
P21535	ATP synthase subunit a (F-ATPase protein 6)	atp6 SPMIT.07
P21537	ATP synthase subunit 9, mitochondrial (Lipid-binding protein)	atp9 SPMIT.10
P24487	ATP synthase subunit alpha, mitochondrial	atp1 SPAC14C4.14
P26674	Protein ste6	ste6 SPCC1442.01 SPCC1450.17
P30597	Chitin synthase 1, EC 2.4.1.16 (Chitin-UDP acetyl-glucosaminyl transferase 1)	chs1 SPAC13G6.12c SPAC24B11.01c
P31397	Pheromone M-factor receptor	map3 SPAC3F10.10c
P31411	V-type proton ATPase subunit B, V-ATPase subunit B (V-ATPase 57 kDa subunit) (Vacuolar proton pump subunit B)	vma2 SPAC637.05c
P32834	Aspartic proteinase sxa1, EC 3.4.23.-	sxa1 SPAC26A3.01 SPAC2E1P5.06
P35679	60S ribosomal protein L4-A (L2)	rpl402 rpl2 rpl4 rpl4a SPBP8B7.03c
P36579	ADP-ribosylation factor 1	arf1 SPBC4F6.18c
P36589	Cell division control protein 14	cdc14 SPBC24C6.07
P36599	3',5'-cyclic-nucleotide phosphodiesterase, PDEase, EC 3.1.4.17	cgs2 pde1 SPCC285.09c
P36605	Histidinol-phosphate aminotransferase, EC 2.6.1.9 (Imidazole acetol-phosphate transaminase)	his3 pi009 SPBC11B10.02c
P36611	Transcriptional activator hap3	hap3 php3 SPAC23C11.08
P36622	Sexual differentiation protein ste4	ste4 SPAC1565.04c
P36624	Sorbitol dehydrogenase, SDH, EC 1.1.1.- (Polyol dehydrogenase) (Protein tms1)	tms1 SPBC1773.05c
P36625	Meiotic recombination protein rec7	rec7 SPCC1753.03c
P36627	Cellular nucleic acid-binding protein homolog	byr3 SPAC13D6.02c
P37818	Arginase, EC 3.5.3.1	car1 SPBP26C9.02c
P40369	Argininosuccinate lyase, ASAL, EC 4.3.2.1 (Arginosuccinase)	arg7 SPBC1773.14
P40372	60S ribosomal protein L3-A	rpl301 rpl3a SPAC17A5.03
P40374	Imidazoleglycerol-phosphate dehydratase, IGPD, EC 4.2.1.19	his5 SPBC21H7.07c
P40379	Transcriptional activator protein rec16 (Zinc finger protein rep1)	rec16 rep1 SPBC2D10.06
P40385	Meiotic recombination protein rec6	rec6 SPBC21B10.12
P40389	Protein-lysine N-methyltransferase rrg1, EC 2.1.1.- (Elongation factor methyltransferase 2) (Rapid response to glucose protein 1)	rrg1 uvi22 SPCC338.11c
P40921	Elongation factor 1-gamma, EF-1-gamma (eEF-1B gamma)	tef3 SPAC29A4.02c
P41000	Protein cps3 (Meiotically up-regulated gene 188 protein)	cps3 mug188 scp3 SPAC3A11.02
P41836	26S proteasome regulatory subunit 8 homolog (Protein let1)	let1 SPBC23G7.12c
P49373	Transcription elongation factor S-II (TFIIS)	tfs1 SPAC20H4.03c
P50514	Probable argininosuccinate lyase, ASAL, EC 4.3.2.1 (Arginosuccinase)	argx SPBC1539.03c
P50515	V-type proton ATPase subunit c, V-ATPase subunit c (V-type proton ATPase 16 kDa proteolipid subunit, V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump c subunit)	vma3 SPAC1B3.14
P50519	Heat shock protein hsp9	hsp9 scf1 SPAP8A3.04c
P50523	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Ubiquinol-cytochrome c reductase complex 11 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)	qcr8 SPAC1782.07
P50999	T-complex protein 1 subunit delta, TCP-1-delta (CCT-delta)	cct4 SPBC106.06
P52822	60S ribosomal protein L5-A	rpl501 rpl5a SPAC3H5.12c
P54069	Protein bem46	bem46 pi020 SPBC32H8.03
P54280	DNA mismatch repair protein pms1	pms1 SPAC19G12.02c
P55877	Eukaryotic translation initiation factor 1A, eIF-1A (Eukaryotic translation initiation factor 4C, eIF-4C)	tif11 SPBC25H2.07
P56288	Probable translation initiation factor eIF-2B subunit gamma (eIF-2B GDP-GTP exchange factor subunit gamma)	tif223 SPAC4D7.09
P56289	Eukaryotic translation initiation factor 5A-1, eIF-5A-1	tif51a tif51 SPAC26H5.10c
P57728	60S ribosomal protein L28-B	rpl2801 rpl28b SPBC776.11
P58234	40S ribosomal protein S19-A (S16-A)	rps1901 rps19 rps19a SPBC21C3.13
P59289	60S ribosomal protein L37-A (L37-1)	rpl3703 rpl37a SPAPB17E12.05
P62505	DASH complex subunit dad3 (Outer kinetochore protein dad3)	dad3 SPAC14C4.16
P78761	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)	qcr2 SPCC613.10
P78773	Probable acetyl-coenzyme A synthetase, EC 6.2.1.1 (Acetate--CoA ligase) (Acyl-activating enzyme)	SPCC191.02c SPCC417.14c
P78790	Probable electron transfer flavoprotein subunit alpha, mitochondrial, Alpha-ETF	SPAC27D7.06
P78798	Peroxisomal targeting signal 2 receptor, PTS2 receptor (Peroxin-7)	pex7 SPAC17D4.01 SPAC1834.12 SPAP17D4.01
P78804	NADP-specific glutamate dehydrogenase, NADP-GDH, EC 1.4.1.4 (NADP-dependent glutamate dehydrogenase)	gdh1 SPCC622.12c
P78814	Pre-mRNA-splicing factor srp2	srp2 SPAC16.02c
P78825	Adenosine kinase, EC 2.7.1.20	ado1 SPCC338.14
P78847	Nucleoporin nup186 (Nuclear pore protein nup186)	nup186 SPCC290.03c
P78860	rRNA methyltransferase 2, mitochondrial, EC 2.1.1.- (21S rRNA (uridine-2'-O)-methyltransferase)	mrm2 SPBC2G2.15c
P78870	Probable S-(hydroxymethyl)glutathione dehydrogenase 1, EC 1.1.1.284 (Glutathione-dependent formaldehyde dehydrogenase 1, FALDH 1, FDH 1, FLD 1, GSH-FDH 1, EC 1.1.1.-)	SPBC1539.07c
P78898	Probable lipase C16A3.12c, EC 3.1.1.-	SPBC16A3.12c
P78921	Probable T-complex protein 1 subunit theta, TCP-1-theta (CCT-theta)	cct8 SPBC337.05c
P78954	Eukaryotic translation initiation factor 4E-1, eIF-4E-1, eIF4E-1 (eIF-4F 25 kDa subunit 1) (mRNA cap-binding protein 1)	tif451 tif1 tif45 SPAC16E8.15
P78974	Delta-aminolevulinic acid dehydratase, ALADH, EC 4.2.1.24 (Porphobilinogen synthase)	hem2 SPAC1805.06c
P79010	Cytochrome c oxidase subunit 4, mitochondrial (Cytochrome c oxidase polypeptide IV)	cox4 SPAC1296.02
P79011	Transcription initiation factor IIE subunit beta, TFIIE-beta	tfa2 SPCC1672.08c
P79015	60S ribosomal protein L32-A	rpl3202 rpl32a SPAC3H5.10
P79064	DNA damage tolerance protein rad31	rad31 SPAC4C5.04
P79071	60S ribosomal protein L6	rpl6 SPCC622.18
P79088	Protein transport protein sec61 subunit alpha	sec61 SPBC354.02c
P87015	Probable L-asparaginase 1, EC 3.5.1.1 (L-asparagine amidohydrolase 1)	SPAC186.03
P87052	Meiotically up-regulated gene 10 protein	mug10 SPAC57A10.04
P87056	Abhydrolase domain-containing protein C57A10.08c, EC 3.-.-.-	SPAC57A10.08c
P87057	Non-histone chromosomal protein 6	nhp6 SPAC57A10.09c
P87109	Probable phospholipase C20G8.02, mitochondrial	SPAC20G8.02
P87111	Probable electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial, ETF-QO, ETF-ubiquinone oxidoreductase, EC 1.5.5.1 (Electron-transferring-flavoprotein dehydrogenase, ETF dehydrogenase)	SPAC20G8.04c
P87112	General negative regulator of transcription subunit 1	not1 SPAC20G8.06
P87119	RING finger protein mug145 (Meiotic expression up-regulated protein 34) (Meiotically up-regulated gene 145 protein)	mug145 meu34 SPAC3A12.03c
P87120	Probable ribonuclease P protein subunit 3, EC 3.1.26.5	SPAC3A12.04c
P87121	Transcription initiation factor TFIID subunit 2 (TBP-associated factor 2)	taf2 SPAC3A12.05c
P87123	DNA-directed RNA polymerase II subunit RPB11, RNA polymerase II subunit B11 (DNA-directed RNA polymerase II 14.1 kDa polypeptide)	rpb11 SPAC3A12.07
P87128	Probable eukaryotic translation initiation factor 3 subunit J, eIF3j (Eukaryotic translation initiation factor 3 30 kDa subunit, eIF-3 30 kDa)	SPAC3A12.13c
P87129	Vacuolar protein sorting-associated protein 53 (GARP complex subunit vps53)	vps53 SPAC3A12.15
P87130	Mitochondrial import inner membrane translocase subunit tim17 (Mitochondrial protein import protein 2)	tim17 SPAC3A12.16c
P87142	Heat shock protein 70 homolog C57A7.12	SPAC57A7.12
P87143	Uncharacterized RNA-binding protein C57A7.13	SPAC57A7.13
P87145	Protein VAC14 homolog	SPBC25H2.03
P87146	Mitochondrial import inner membrane translocase subunit tim22	tim22 SPBC25H2.04c
P87148	Protein transport protein yif1 (Heavy metal resistance factor 1) (YIP1-interacting factor 1)	hrf1 yif1 SPBC25H2.06c
P87149	Mitochondrial inner membrane magnesium transporter mrs2 (RNA-splicing protein mrs2)	mrs2 SPBC25H2.08c
P87153	Probable T-complex protein 1 subunit eta, TCP-1-eta (CCT-eta)	cct7 SPBC25H2.12c
P87155	Protein GMH1 homolog (Meiotically up-regulated gene 16 protein)	mug16 SPBC25H2.14
P87171	Ribose-phosphate pyrophosphokinase 5, EC 2.7.6.1 (Phosphoribosyl pyrophosphate synthase 5)	SPBC3D6.06c
P87173	U6 snRNA-associated Sm-like protein LSm1	lsm1 SPBC3D6.08c
P87178	Uncharacterized protein C3D6.13c	SPBC3D6.13c
P87214	Uroporphyrinogen-III synthase, UROIIIS, UROS, EC 4.2.1.75 (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	ups1 ups SPAC31G5.08
P87215	Mitosis protein dim1	dim1 SPCC16A11.05c
P87230	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial, EC 2.1.1.201 (Ubiquinone biosynthesis methyltransferase COQ5)	coq5 SPCC4G3.04c
P87234	GTPase-activating protein gyp3	gyp3 SPCC4G3.09c
P87235	DNA repair protein rhp42	rhp42 rhp4b SPCC4G3.10c
P87236	Meiotically up-regulated gene 154 protein	mug154 SPCC4G3.11
P87239	DnaJ homolog 1, mitochondrial	mdj1 SPCC4G3.14
P87240	General negative regulator of transcription subunit 2	not2 SPCC4G3.15c
P87242	5'-deoxynucleotidase hdd1, EC 3.1.3.89	hdd1 SPCC4G3.17
P87243	Pre-rRNA-processing protein rix1	rix1 SPCC4G3.18
P87293	Uncharacterized protein C16A10.01	SPAC16A10.01
P87294	Putative RNA polymerase II transcriptional coactivator	SPAC16A10.02
P87295	Pep5-like zinc finger protein C16A10.03c	SPAC16A10.03c
P87303	General transcription and DNA repair factor IIH subunit tfb2, TFIIH subunit tfb2 (RNA polymerase II transcription factor B subunit 2)	tfb2 SPBC13G1.13 SPBC31F10.01
