Entry	Protein names	Gene Names
A0A1Z5R6A6	Uncharacterized protein	SORBI_3008G125801
A0A1Z5R6A8	GTD-binding domain-containing protein	SORBI_3008G096700
A0A1Z5R6A9	Uncharacterized protein	SORBI_3008G069901
A0A1Z5R6B0	Uncharacterized protein	SORBI_3008G127550
A0A1Z5R6B1	Uncharacterized protein	SORBI_3008G083650
A0A1Z5R6B2	Uncharacterized protein	SORBI_3008G127250
A0A1Z5R6B3	Uncharacterized protein	SORBI_3008G126200
A0A1Z5R6B5	Uncharacterized protein	SORBI_3008G127200
A0A1Z5R6B7	Uncharacterized protein	SORBI_3008G130601
A0A1Z5R6B8	Uncharacterized protein	SORBI_3008G121400
A0A1Z5R6B9	Uncharacterized protein	SORBI_3008G086100
A0A1Z5R6C2	Uncharacterized protein	SORBI_3008G127550
A0A1Z5R6C3	Uncharacterized protein	SORBI_3008G098164
A0A1Z5R6C4	Uncharacterized protein	SORBI_3008G123700
A0A1Z5R6C5	ABC transporter domain-containing protein	SORBI_3008G132550
A0A1Z5R6C7	Uncharacterized protein	SORBI_3008G122700
A0A1Z5R6C8	Uncharacterized protein	SORBI_3008G072800
A0A1Z5R6C9	PseudoU_synth_2 domain-containing protein	SORBI_3008G128800
A0A1Z5R6D0	AMP_N domain-containing protein	SORBI_3008G131100
A0A1Z5R6D1	Uncharacterized protein	SORBI_3008G088300
A0A1Z5R6D2	CRAL-TRIO domain-containing protein	SORBI_3008G088000
A0A1Z5R6D3	Uncharacterized protein	SORBI_3008G099500
A0A1Z5R6D4	PsbP domain-containing protein	SORBI_3008G131700
A0A1Z5R6D5	Uncharacterized protein	SORBI_3008G124733
A0A1Z5R6D6	AMP_N domain-containing protein	SORBI_3008G131100
A0A1Z5R6D7	Uncharacterized protein	SORBI_3008G133200
A0A1Z5R6D9	RING-type domain-containing protein	SORBI_3008G088809
A0A1Z5R6E5	Amidohydro-rel domain-containing protein	SORBI_3008G088857
A0A1Z5R6E8	NB-ARC domain-containing protein	SORBI_3008G101200
A0A1Z5R6E9	zf-C3H1 domain-containing protein	SORBI_3008G132900
A0A1Z5R6F1	Uncharacterized protein	SORBI_3008G126500
A0A1Z5R6F2	Uncharacterized protein	SORBI_3008G076250
A0A1Z5R6F7	Uncharacterized protein	SORBI_3008G088872
A0A1Z5R6G3	Uncharacterized protein	SORBI_3008G102466
A0A1Z5R6G4	ACT domain-containing protein	SORBI_3008G135401
A0A1Z5R6G6	Uncharacterized protein	SORBI_3008G104601
A0A1Z5R6G8	zf-RVT domain-containing protein	SORBI_3008G134000
A0A1Z5R6H1	Uncharacterized protein	SORBI_3008G130350
A0A1Z5R6H2	Uncharacterized protein	SORBI_3008G088872
A0A1Z5R6H6	ULP_PROTEASE domain-containing protein	SORBI_3008G131651
A0A1Z5R6H7	Uncharacterized protein	SORBI_3008G134900
A0A1Z5R6H8	ACT domain-containing protein	SORBI_3008G135401
A0A1Z5R6H9	Uncharacterized protein	SORBI_3008G080801
A0A1Z5R6I0	Uncharacterized protein	SORBI_3008G132250
A0A1Z5R6I1	Uncharacterized protein	SORBI_3008G105850
A0A1Z5R6I3	Uncharacterized protein	SORBI_3008G089600
A0A1Z5R6I4	Uncharacterized protein	SORBI_3008G136700
A0A1Z5R6I5	ACT domain-containing protein	SORBI_3008G135401
A0A1Z5R6J1	Uncharacterized protein	SORBI_3008G090150
A0A1Z5R6J4	Uncharacterized protein	SORBI_3008G091614
A0A1Z5R6J7	Uncharacterized protein	SORBI_3008G137200
A0A1Z5R6K0	Uncharacterized protein	SORBI_3008G086401
A0A1Z5R6K1	Uncharacterized protein	SORBI_3008G109800
A0A1Z5R6K2	Uncharacterized protein	SORBI_3008G091842
A0A1Z5R6K5	zf-Tim10_DDP domain-containing protein	SORBI_3008G136800
A0A1Z5R6K7	Uncharacterized protein	SORBI_3008G142400
A0A1Z5R6K8	Uncharacterized protein	SORBI_3008G133950
A0A1Z5R6K9	Uncharacterized protein	SORBI_3008G138850
A0A1Z5R6L0	CRAL-TRIO domain-containing protein	SORBI_3008G088000
A0A1Z5R6L1	Uncharacterized protein	SORBI_3008G111150
A0A1Z5R6L2	Uncharacterized protein	SORBI_3008G138700
A0A1Z5R6L3	XH domain-containing protein	SORBI_3008G137700
A0A1Z5R6L4	Uncharacterized protein	SORBI_3008G092932
A0A1Z5R6L5	ACT domain-containing protein	SORBI_3008G135401
A0A1Z5R6L6	Uncharacterized protein	SORBI_3008G093600
A0A1Z5R6L7	Uncharacterized protein	SORBI_3008G142832
A0A1Z5R6M0	Uncharacterized protein	SORBI_3008G141501
A0A1Z5R6M1	CaM_binding domain-containing protein	SORBI_3008G141600
A0A1Z5R6M2	Uncharacterized protein	SORBI_3008G140000
A0A1Z5R6M3	DYW_deaminase domain-containing protein	SORBI_3008G088812
A0A1Z5R6M4	Uncharacterized protein	SORBI_3008G094650
A0A1Z5R6M5	Dof-type domain-containing protein	SORBI_3008G136100
A0A1Z5R6M6	Uncharacterized protein	SORBI_3008G095900
A0A1Z5R6M7	AP2/ERF domain-containing protein	SORBI_3008G145000
A0A1Z5R6M8	LRRNT_2 domain-containing protein	SORBI_3008G142200
A0A1Z5R6N0	Uncharacterized protein	SORBI_3008G142400
A0A1Z5R6N2	Uncharacterized protein	SORBI_3008G142400
A0A1Z5R6N3	Glyco_hydro_3 domain-containing protein	SORBI_3008G096401
A0A1Z5R6N5	Uncharacterized protein	SORBI_3008G136700
A0A1Z5R6N7	Uncharacterized protein	SORBI_3008G146501
A0A1Z5R6N9	Uncharacterized protein	SORBI_3008G136601
A0A1Z5R6P1	Uncharacterized protein	SORBI_3008G142400
A0A1Z5R6P2	Uncharacterized protein	SORBI_3008G143600
A0A1Z5R6P7	Uncharacterized protein	SORBI_3008G144401
A0A1Z5R6P8	Uncharacterized protein	SORBI_3008G137200
A0A1Z5R6P9	Uncharacterized protein	SORBI_3008G119600
A0A1Z5R6Q1	Uncharacterized protein	SORBI_3008G097900
A0A1Z5R6Q2	NAM-associated domain-containing protein	SORBI_3008G141150
A0A1Z5R6Q6	HTH myb-type domain-containing protein	SORBI_3008G147101
A0A1Z5R6Q7	Uncharacterized protein	SORBI_3008G120066
A0A1Z5R6Q8	zf-RVT domain-containing protein	SORBI_3008G140050
A0A1Z5R6R0	Uncharacterized protein	SORBI_3008G089600
A0A1Z5R6R1	Uncharacterized protein	SORBI_3008G146801
A0A1Z5R6R2	MSP domain-containing protein	SORBI_3008G099232
A0A1Z5R6R3	Uncharacterized protein	SORBI_3008G142450
A0A1Z5R6R4	Uncharacterized protein	SORBI_3008G150150
A0A1Z5R6R6	Uncharacterized protein	SORBI_3008G099500
A0A1Z5R6R7	Uncharacterized protein	SORBI_3008G121850
A0A1Z5R6R8	Uncharacterized protein	SORBI_3008G090701
A0A1Z5R6S0	LRRNT_2 domain-containing protein	SORBI_3008G142200
A0A1Z5R6S4	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3008G142400
A0A1Z5R6S7	Uncharacterized protein	SORBI_3008G123350
A0A1Z5R6S9	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3008G142400
A0A1Z5R6T0	Uncharacterized protein	SORBI_3008G148600
A0A1Z5R6T1	Uncharacterized protein	SORBI_3008G092200
A0A1Z5R6T2	MATH domain-containing protein	SORBI_3008G152900
A0A1Z5R6T3	Uncharacterized protein	SORBI_3008G149200
A0A1Z5R6T4	Uncharacterized protein	SORBI_3008G144701
A0A1Z5R6T5	Uncharacterized protein	SORBI_3008G101350
A0A1Z5R6T6	Lipase_3 domain-containing protein	SORBI_3008G125200
A0A1Z5R6T7	Uncharacterized protein	SORBI_3008G150500
A0A1Z5R6T8	Uncharacterized protein	SORBI_3008G093101
A0A1Z5R6T9	Uncharacterized protein	SORBI_3008G149650
A0A1Z5R6U0	Uncharacterized protein	SORBI_3008G144201
A0A1Z5R6U1	eIF-2B GDP-GTP exchange factor subunit alpha	SORBI_3008G101600
A0A1Z5R6U2	Uncharacterized protein	SORBI_3008G154400
A0A1Z5R6U3	Uncharacterized protein	SORBI_3008G102850
A0A1Z5R6U4	Uncharacterized protein	SORBI_3008G150400
A0A1Z5R6U5	HMA domain-containing protein	SORBI_3008G126400
A0A1Z5R6U7	EXS domain-containing protein	SORBI_3008G151366
A0A1Z5R6V0	Uncharacterized protein	SORBI_3008G095200
A0A1Z5R6V1	zf-Tim10_DDP domain-containing protein	SORBI_3008G103250
A0A1Z5R6V2	NB-ARC domain-containing protein	SORBI_3008G157400
A0A1Z5R6V3	DUF4220 domain-containing protein	SORBI_3008G104801
A0A1Z5R6V4	Uncharacterized protein	SORBI_3008G127550
A0A1Z5R6V7	Uncharacterized protein	SORBI_3008G147400
A0A1Z5R6W0	MATH domain-containing protein	SORBI_3008G152900
A0A1Z5R6W2	Uncharacterized protein	SORBI_3008G159150
A0A1Z5R6W3	Uncharacterized protein	SORBI_3008G106301
A0A1Z5R6W4	NAM-associated domain-containing protein	SORBI_3008G130300
A0A1Z5R6W5	MATH domain-containing protein	SORBI_3008G152900
A0A1Z5R6W6	Uncharacterized protein	SORBI_3008G148900
A0A1Z5R6W7	NmrA domain-containing protein	SORBI_3008G106800
A0A1Z5R6W8	Uncharacterized protein	SORBI_3008G160700
A0A1Z5R6W9	BHLH domain-containing protein	SORBI_3008G153900
A0A1Z5R6X0	PMEI domain-containing protein	SORBI_3008G154801
A0A1Z5R6X4	DUF4220 domain-containing protein	SORBI_3008G158000
A0A1Z5R6X5	Uncharacterized protein	SORBI_3008G155800
A0A1Z5R6X6	Uncharacterized protein	SORBI_3008G154500
A0A1Z5R6X7	Uncharacterized protein	SORBI_3008G108900
A0A1Z5R6X8	Uncharacterized protein	SORBI_3008G150100
A0A1Z5R6X9	Hcy-binding domain-containing protein	SORBI_3008G161700
A0A1Z5R6Y0	Uncharacterized protein	SORBI_3008G097966
A0A1Z5R6Y1	Uncharacterized protein	SORBI_3008G149500
A0A1Z5R6Y2	Uncharacterized protein	SORBI_3008G157950
A0A1Z5R6Y4	Uncharacterized protein	SORBI_3008G159400
A0A1Z5R6Y6	Uncharacterized protein	SORBI_3008G110050
A0A1Z5R6Y7	AAI domain-containing protein	SORBI_3008G158501
A0A1Z5R6Y9	FBA_3 domain-containing protein	SORBI_3008G163100
A0A1Z5R6Z4	NB-ARC domain-containing protein	SORBI_3008G112550
A0A1Z5R6Z5	Uncharacterized protein	SORBI_3008G152700
A0A1Z5R6Z6	Uncharacterized protein	SORBI_3008G159250
A0A1Z5R6Z8	Uncharacterized protein	SORBI_3008G164101
A0A1Z5R702	Uncharacterized protein	SORBI_3008G152400
A0A1Z5R704	BHLH domain-containing protein	SORBI_3008G154100
A0A1Z5R705	ULP_PROTEASE domain-containing protein	SORBI_3008G161500
A0A1Z5R706	Uncharacterized protein	SORBI_3008G161100
A0A1Z5R708	Uncharacterized protein	SORBI_3008G165233
A0A1Z5R710	Uncharacterized protein	SORBI_3008G100801
A0A1Z5R713	BHLH domain-containing protein	SORBI_3008G153801
A0A1Z5R714	RING-type domain-containing protein	SORBI_3008G156200
A0A1Z5R717	ACT domain-containing protein	SORBI_3008G135401
A0A1Z5R718	Uncharacterized protein	SORBI_3008G167300
A0A1Z5R719	Uncharacterized protein	SORBI_3008G163200
A0A1Z5R720	Uncharacterized protein	SORBI_3008G101850
A0A1Z5R721	Uncharacterized protein	SORBI_3008G118300
A0A1Z5R724	AAI domain-containing protein	SORBI_3008G158732
A0A1Z5R726	Uncharacterized protein	SORBI_3008G163200
A0A1Z5R727	Uncharacterized protein	SORBI_3008G155600
A0A1Z5R728	Uncharacterized protein	SORBI_3008G164375
A0A1Z5R729	F-box domain-containing protein	SORBI_3008G169000
A0A1Z5R730	Uncharacterized protein	SORBI_3008G104000
A0A1Z5R732	Uncharacterized protein	SORBI_3008G119700
A0A1Z5R733	Uncharacterized protein	SORBI_3008G164850
A0A1Z5R734	Uncharacterized protein	SORBI_3008G164201
A0A1Z5R735	Uncharacterized protein	SORBI_3008G136700
A0A1Z5R737	AAI domain-containing protein	SORBI_3008G158400
A0A1Z5R738	Uncharacterized protein	SORBI_3008G165401
A0A1Z5R739	DUF4220 domain-containing protein	SORBI_3008G170250
A0A1Z5R740	Uncharacterized protein	SORBI_3008G105366
A0A1Z5R742	Uncharacterized protein	SORBI_3008G137901
A0A1Z5R743	NB-ARC domain-containing protein	SORBI_3008G166550
A0A1Z5R744	Uncharacterized protein	SORBI_3008G120266
A0A1Z5R745	Uncharacterized protein	SORBI_3008G165266
A0A1Z5R746	Protein kinase domain-containing protein	SORBI_3008G159901
A0A1Z5R747	Uncharacterized protein	SORBI_3008G167500
A0A1Z5R748	Uncharacterized protein	SORBI_3008G121080
A0A1Z5R749	Uncharacterized protein	SORBI_3008G171500
A0A1Z5R750	NmrA domain-containing protein	SORBI_3008G106800
A0A1Z5R751	Uncharacterized protein	SORBI_3008G141000
A0A1Z5R753	Uncharacterized protein	SORBI_3008G122250
A0A1Z5R754	Uncharacterized protein	SORBI_3008G167401
A0A1Z5R756	Uncharacterized protein	SORBI_3008G161401
A0A1Z5R758	Uncharacterized protein	SORBI_3008G122500
A0A1Z5R760	Uncharacterized protein	SORBI_3008G108950
A0A1Z5R761	Uncharacterized protein	SORBI_3008G142301
A0A1Z5R762	Uncharacterized protein	SORBI_3008G163750
A0A1Z5R764	Uncharacterized protein	SORBI_3008G123801
A0A1Z5R765	Uncharacterized protein	SORBI_3008G169101
A0A1Z5R767	DUF4220 domain-containing protein	SORBI_3008G170400
A0A1Z5R768	Uncharacterized protein	SORBI_3008G124500
A0A1Z5R772	Uncharacterized protein	SORBI_3008G142400
A0A1Z5R773	Lipase_3 domain-containing protein	SORBI_3008G125200
A0A1Z5R774	Uncharacterized protein	SORBI_3008G163300
A0A1Z5R775	Uncharacterized protein	SORBI_3008G171500
A0A1Z5R776	Uncharacterized protein	SORBI_3008G170900
A0A1Z5R777	Uncharacterized protein	SORBI_3008G170250
A0A1Z5R778	Uncharacterized protein	SORBI_3008G126000
A0A1Z5R779	Uncharacterized protein	SORBI_3008G113200
A0A1Z5R781	Uncharacterized protein	SORBI_3008G126800
A0A1Z5R783	Uncharacterized protein	SORBI_3008G144600
A0A1Z5R784	Uncharacterized protein	SORBI_3008G164525
A0A1Z5R785	Uncharacterized protein	SORBI_3008G171500
A0A1Z5R787	Uncharacterized protein	SORBI_3008G173601
A0A1Z5R788	Uncharacterized protein	SORBI_3008G127300
A0A1Z5R790	Uncharacterized protein	SORBI_3008G176266
A0A1Z5R791	Protein kinase domain-containing protein	SORBI_3008G146100
A0A1Z5R792	Uncharacterized protein	SORBI_3008G127550
A0A1Z5R793	Uncharacterized protein	SORBI_3008G168866
A0A1Z5R794	Uncharacterized protein	SORBI_3008G166250
A0A1Z5R795	Uncharacterized protein	SORBI_3008G127800
A0A1Z5R7A3	Lipase_3 domain-containing protein	SORBI_3008G170100
A0A1Z5R7A4	MTS domain-containing protein	SORBI_3008G168000
A0A1Z5R7A5	Uncharacterized protein	SORBI_3008G175400
A0A1Z5R7A6	Uncharacterized protein	SORBI_3008G131550
A0A1Z5R7A9	Uncharacterized protein	SORBI_3008G118400
A0A1Z5R7B0	Uncharacterized protein	SORBI_3008G133300
A0A1Z5R7B2	Uncharacterized protein	SORBI_3008G175400
A0A1Z5R7B3	Uncharacterized protein	SORBI_3008G178450 SORBI_3008G178566
A0A1Z5R7B4	Uncharacterized protein	SORBI_3008G175933
A0A1Z5R7B5	Remorin_C domain-containing protein	SORBI_3008G169300
A0A1Z5R7B7	Uncharacterized protein	SORBI_3008G148900
A0A1Z5R7B9	ABC transporter domain-containing protein	SORBI_3008G132500
A0A1Z5R7C0	Uncharacterized protein	SORBI_3008G172900
A0A1Z5R7C1	Uncharacterized protein	SORBI_3008G176401
A0A1Z5R7C3	Uncharacterized protein	SORBI_3008G180550
A0A1Z5R7C4	Uncharacterized protein	SORBI_3008G176900
A0A1Z5R7C5	Uncharacterized protein	SORBI_3008G177750
A0A1Z5R7C6	Uncharacterized protein	SORBI_3008G149650
A0A1Z5R7C8	Uncharacterized protein	SORBI_3008G121240
A0A1Z5R7C9	Uncharacterized protein	SORBI_3008G133400
A0A1Z5R7D0	Uncharacterized protein	SORBI_3008G133700
A0A1Z5R7D3	SHSP domain-containing protein	SORBI_3008G178901
A0A1Z5R7D4	Uncharacterized protein	SORBI_3008G151432
A0A1Z5R7D5	NB-ARC domain-containing protein	SORBI_3008G178200
A0A1Z5R7D7	Uncharacterized protein	SORBI_3008G172000
A0A1Z5R7D8	Uncharacterized protein	SORBI_3008G122500
A0A1Z5R7D9	Uncharacterized protein	SORBI_3008G133400
A0A1Z5R7E1	Uncharacterized protein	SORBI_3008G174850
A0A1Z5R7E2	Uncharacterized protein	SORBI_3008G178701
A0A1Z5R7E4	Uncharacterized protein	SORBI_3008G180701
A0A1Z5R7E5	Uncharacterized protein	SORBI_3008G180200
A0A1Z5R7E6	Uncharacterized protein	SORBI_3008G173601
A0A1Z5R7E7	GRF-type domain-containing protein	SORBI_3008G185132
A0A1Z5R7E8	Uncharacterized protein	SORBI_3008G124700
A0A1Z5R7F1	Uncharacterized protein	SORBI_3008G180600
A0A1Z5R7F2	Uncharacterized protein	SORBI_3008G135701
A0A1Z5R7F3	BHLH domain-containing protein	SORBI_3008G154000
A0A1Z5R7F4	Uncharacterized protein	SORBI_3008G126200
A0A1Z5R7F5	DUF4220 domain-containing protein	SORBI_3008G183100
A0A1Z5R7F6	Uncharacterized protein	SORBI_3008G187100
A0A1Z5R7F8	Uncharacterized protein	SORBI_3008G181701
A0A1Z5R7F9	Uncharacterized protein	SORBI_3008G136500
A0A1Z5R7G0	ACT domain-containing protein	SORBI_3008G135401
A0A1Z5R7G1	UBC core domain-containing protein	SORBI_3008G183000
A0A1Z5R7G3	Uncharacterized protein	SORBI_3008G156100
A0A1Z5R7G4	F-box domain-containing protein	SORBI_3008G127400
A0A1Z5R7G5	Uncharacterized protein	SORBI_3008G185200
A0A1Z5R7G6	RING-type domain-containing protein	SORBI_3008G175600
A0A1Z5R7G7	Peptidase A1 domain-containing protein	SORBI_3008G184700
A0A1Z5R7G8	AB hydrolase-1 domain-containing protein	SORBI_3008G189200
A0A1Z5R7H0	Uncharacterized protein	SORBI_3008G136150
A0A1Z5R7H1	Uncharacterized protein	SORBI_3008G137200
A0A1Z5R7H4	Uncharacterized protein	SORBI_3008G127933
A0A1Z5R7H5	Uncharacterized protein	SORBI_3008G187450
A0A1Z5R7H6	Uncharacterized protein	SORBI_3008G186500
A0A1Z5R7H8	Uncharacterized protein	SORBI_3008G139100
A0A1Z5R7I0	Uncharacterized protein	SORBI_3008G136700
A0A1Z5R7I2	CCHC-type domain-containing protein	SORBI_3008G180400
A0A1Z5R7I3	Uncharacterized protein	SORBI_3008G160150
A0A1Z5R7I4	Uncharacterized protein	SORBI_3008G131601
A0A1Z5R7I5	LOB domain-containing protein	SORBI_3008G190800
A0A1Z5R7I6	Uncharacterized protein	SORBI_3008G177950
A0A1Z5R7I7	VQ domain-containing protein	SORBI_3008G188000
A0A1Z5R7I8	XH domain-containing protein	SORBI_3008G138000
A0A1Z5R7I9	Uncharacterized protein	SORBI_3008G141833
A0A1Z5R7J0	CHCH domain-containing protein	SORBI_3008G189800
A0A1Z5R7J1	Uncharacterized protein	SORBI_3007G002300
A0A1Z5R7J2	DUF4220 domain-containing protein	SORBI_3008G182000
A0A1Z5R7J3	Uncharacterized protein	SORBI_3008G161601
A0A1Z5R7J5	XPGI domain-containing protein	SORBI_3007G000900
A0A1Z5R7J6	Uncharacterized protein	SORBI_3008G180000
A0A1Z5R7J8	Uncharacterized protein	SORBI_3008G142400
A0A1Z5R7J9	Uncharacterized protein	SORBI_3007G000300
A0A1Z5R7K2	Uncharacterized protein	SORBI_3008G184900
A0A1Z5R7K5	Uncharacterized protein	SORBI_3008G181600
A0A1Z5R7K7	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3008G142400
A0A1Z5R7K8	Uncharacterized protein	SORBI_3008G143901
A0A1Z5R7L0	Uncharacterized protein	SORBI_3007G010550
A0A1Z5R7L1	Uncharacterized protein	SORBI_3008G163400
A0A1Z5R7L2	SCP domain-containing protein	SORBI_3008G186900
A0A1Z5R7L4	Uncharacterized protein	SORBI_3008G133750
A0A1Z5R7L5	Peptidase A1 domain-containing protein	SORBI_3008G184500
A0A1Z5R7L6	Uncharacterized protein	SORBI_3007G007250
A0A1Z5R7L7	Uncharacterized protein	SORBI_3008G142766
A0A1Z5R7L8	Uncharacterized protein	SORBI_3008G145400
A0A1Z5R7L9	Uncharacterized protein	SORBI_3007G004750
A0A1Z5R7M0	FBD domain-containing protein	SORBI_3007G014000
A0A1Z5R7M1	NAC domain-containing protein	SORBI_3008G164800
A0A1Z5R7M3	Uncharacterized protein	SORBI_3008G188200
A0A1Z5R7M4	Uncharacterized protein	SORBI_3008G134401
A0A1Z5R7M5	Uncharacterized protein	SORBI_3007G010550
A0A1Z5R7M6	BHLH domain-containing protein	SORBI_3008G186100
A0A1Z5R7M7	Uncharacterized protein	SORBI_3008G144900
A0A1Z5R7M8	Uncharacterized protein	SORBI_3008G147250
A0A1Z5R7M9	FBD domain-containing protein	SORBI_3007G017800
A0A1Z5R7N5	Uncharacterized protein	SORBI_3008G187700
A0A1Z5R7N6	NB-ARC domain-containing protein	SORBI_3007G014400
A0A1Z5R7N7	Uncharacterized protein	SORBI_3008G146301
A0A1Z5R7P0	FBD domain-containing protein	SORBI_3007G014000
A0A1Z5R7P2	Uncharacterized protein	SORBI_3008G168650
A0A1Z5R7P3	Uncharacterized protein	SORBI_3007G012500
A0A1Z5R7P4	Uncharacterized protein	SORBI_3008G136601
A0A1Z5R7P5	Uncharacterized protein	SORBI_3007G018550
A0A1Z5R7P9	Uncharacterized protein	SORBI_3007G005850
A0A1Z5R7Q1	Uncharacterized protein	SORBI_3007G016750
A0A1Z5R7Q2	Uncharacterized protein	SORBI_3008G137200
A0A1Z5R7Q3	Uncharacterized protein	SORBI_3007G018200
A0A1Z5R7Q8	Uncharacterized protein	SORBI_3008G139250
A0A1Z5R7Q9	Uncharacterized protein	SORBI_3007G019200
A0A1Z5R7R0	Uncharacterized protein	SORBI_3007G010350
A0A1Z5R7R1	Uncharacterized protein	SORBI_3008G171050
A0A1Z5R7R2	Uncharacterized protein	SORBI_3008G150700
A0A1Z5R7R4	Uncharacterized protein	SORBI_3007G019800
A0A1Z5R7R5	Uncharacterized protein	SORBI_3007G023800
A0A1Z5R7R6	Uncharacterized protein	SORBI_3007G003700
A0A1Z5R7R8	NB-ARC domain-containing protein	SORBI_3008G150100
A0A1Z5R7R9	Uncharacterized protein	SORBI_3007G028700
A0A1Z5R7S0	Uncharacterized protein	SORBI_3008G141866
A0A1Z5R7S1	Uncharacterized protein	SORBI_3008G152200
A0A1Z5R7S3	Uncharacterized protein	SORBI_3007G027000
A0A1Z5R7S4	Uncharacterized protein	SORBI_3007G023650
A0A1Z5R7S9	X8 domain-containing protein	SORBI_3007G031000
A0A1Z5R7T2	Uncharacterized protein	SORBI_3008G153200
A0A1Z5R7T3	Uncharacterized protein	SORBI_3007G026600
A0A1Z5R7T4	Uncharacterized protein	SORBI_3008G142400
A0A1Z5R7T5	Uncharacterized protein	SORBI_3007G011600
A0A1Z5R7T6	Uncharacterized protein	SORBI_3007G024700
A0A1Z5R7T8	Uncharacterized protein	SORBI_3008G155150
A0A1Z5R7U0	Uncharacterized protein	SORBI_3007G028832
A0A1Z5R7U1	LRRNT_2 domain-containing protein	SORBI_3008G144100
A0A1Z5R7U3	Uncharacterized protein	SORBI_3007G027800
A0A1Z5R7U4	Protein kinase domain-containing protein	SORBI_3007G019600
A0A1Z5R7U6	Uncharacterized protein	SORBI_3007G034650
A0A1Z5R7U9	Uncharacterized protein	SORBI_3008G175966
A0A1Z5R7V1	Uncharacterized protein	SORBI_3007G030501
A0A1Z5R7V2	Uncharacterized protein	SORBI_3007G019200
A0A1Z5R7V3	Uncharacterized protein	SORBI_3008G158266
A0A1Z5R7V4	Terpene_synth_C domain-containing protein	SORBI_3007G034700
A0A1Z5R7V5	CCT domain-containing protein	SORBI_3007G023100
A0A1Z5R7V6	Uncharacterized protein	SORBI_3007G037301
A0A1Z5R7V7	F-box domain-containing protein	SORBI_3008G156600
A0A1Z5R7W0	Uncharacterized protein	SORBI_3007G021900
A0A1Z5R7W1	Uncharacterized protein	SORBI_3008G159601
A0A1Z5R7W3	DUF4220 domain-containing protein	SORBI_3007G037700
A0A1Z5R7W4	Uncharacterized protein	SORBI_3007G025350
A0A1Z5R7W5	Uncharacterized protein	SORBI_3008G177001
A0A1Z5R7W6	Uncharacterized protein	SORBI_3007G039600
A0A1Z5R7W7	AAI domain-containing protein	SORBI_3008G158800
A0A1Z5R7W9	ULP_PROTEASE domain-containing protein	SORBI_3008G161201
A0A1Z5R7X0	Uncharacterized protein	SORBI_3008G178300
A0A1Z5R7X1	Uncharacterized protein	SORBI_3007G036550
A0A1Z5R7X2	Uncharacterized protein	SORBI_3007G028001
A0A1Z5R7X3	Protein kinase domain-containing protein	SORBI_3007G039828
A0A1Z5R7X4	Uncharacterized protein	SORBI_3007G037400
A0A1Z5R7X5	TauD domain-containing protein	SORBI_3007G040301
A0A1Z5R7X6	Uncharacterized protein	SORBI_3008G160700
A0A1Z5R7X7	Uncharacterized protein	SORBI_3007G024150
A0A1Z5R7X8	Uncharacterized protein	SORBI_3008G149450
A0A1Z5R7Y1	Uncharacterized protein	SORBI_3007G038800
A0A1Z5R7Y3	Uncharacterized protein	SORBI_3007G040800
A0A1Z5R7Y5	Uncharacterized protein	SORBI_3007G041800
A0A1Z5R7Y6	Hcy-binding domain-containing protein	SORBI_3008G161700
A0A1Z5R7Y8	Uncharacterized protein	SORBI_3008G150700
A0A1Z5R7Y9	Uncharacterized protein	SORBI_3007G034550
A0A1Z5R7Z1	Uncharacterized protein	SORBI_3008G163200
A0A1Z5R7Z3	Uncharacterized protein	SORBI_3008G181900
A0A1Z5R7Z5	Uncharacterized protein	SORBI_3007G040301
A0A1Z5R7Z9	Uncharacterized protein	SORBI_3007G036800
A0A1Z5R800	Uncharacterized protein	SORBI_3008G164300
A0A1Z5R801	DAGKc domain-containing protein	SORBI_3007G041500
A0A1Z5R802	F-box domain-containing protein	SORBI_3008G163900
A0A1Z5R803	Peptidase A1 domain-containing protein	SORBI_3008G184800
A0A1Z5R804	Uncharacterized protein	SORBI_3007G043000
A0A1Z5R806	Uncharacterized protein	SORBI_3007G044201
A0A1Z5R807	BHLH domain-containing protein	SORBI_3008G153801
A0A1Z5R809	Uncharacterized protein	SORBI_3007G039001
A0A1Z5R811	F-box domain-containing protein	SORBI_3008G165200
A0A1Z5R814	Uncharacterized protein	SORBI_3008G186600
A0A1Z5R816	Uncharacterized protein	SORBI_3007G046500
A0A1Z5R817	Uncharacterized protein	SORBI_3008G155400
A0A1Z5R819	Uncharacterized protein	SORBI_3007G040150
A0A1Z5R822	Uncharacterized protein	SORBI_3008G167600
A0A1Z5R824	BTB domain-containing protein	SORBI_3007G046900
A0A1Z5R825	Uncharacterized protein	SORBI_3007G044350
A0A1Z5R826	DUF4220 domain-containing protein	SORBI_3007G038432
A0A1Z5R828	Hydrophob_seed domain-containing protein	SORBI_3008G158332
A0A1Z5R830	Uncharacterized protein	SORBI_3008G168932
A0A1Z5R832	Uncharacterized protein	SORBI_3007G047050
A0A1Z5R835	Uncharacterized protein	SORBI_3007G046500
A0A1Z5R836	F-box domain-containing protein	SORBI_3007G049000
A0A1Z5R839	DUF4042 domain-containing protein	SORBI_3007G042400
A0A1Z5R841	Uncharacterized protein	SORBI_3008G170250
A0A1Z5R842	DUF569 domain-containing protein	SORBI_3007G049600
